Date,Product,Quantity_Sold,Inventory_Level,Price,Month
2023-08-21,Laptop Charger Type-C,1,39,25,8
2023-08-09,Power Bank Ultra 10000mAh,18,114,35,8
2023-02-11,USB-C Hub 6-in-1,1,185,35,2
2023-01-21,Desk Fan CoolBreeze,8,40,150,1
2023-02-11,Smartphone X1,16,162,15,2
2023-04-23,Bluetooth Speaker Mini,18,188,50,4
2023-04-15,Desk Fan CoolBreeze,9,22,25,4
2023-07-11,LED Desk Lamp Pro,12,137,25,7
2023-01-17,Bluetooth Speaker Mini,19,179,25,1
2023-04-30,LED Desk Lamp Pro,18,191,35,4
2023-05-09,Bluetooth Speaker Mini,5,110,15,5
2023-05-10,Smartwatch Series 5,2,76,80,5
2023-03-01,Desk Fan CoolBreeze,7,89,15,3
2023-02-17,Laptop Charger Type-C,10,193,35,2
2023-01-29,Laptop Charger Type-C,15,112,80,1
2023-04-07,Laptop Charger Type-C,7,28,30,4
2023-01-10,Desk Fan CoolBreeze,5,183,150,1
2023-08-30,Desk Fan CoolBreeze,15,152,30,8
2023-11-10,Laptop Charger Type-C,15,41,150,11
2023-08-20,Wireless Earphone Pro,10,186,25,8
2023-10-04,Laptop Charger Type-C,14,158,30,10
2023-10-11,Tablet Stand Adjustable,10,74,35,10
2023-07-22,Power Bank Ultra 10000mAh,17,36,50,7
2023-09-04,Desk Fan CoolBreeze,14,160,80,9
2023-10-17,Laptop Charger Type-C,2,56,20,10
2023-09-21,Wireless Earphone Pro,16,21,60,9
2023-08-02,Smartphone X1,13,94,50,8
2023-07-19,Power Bank Ultra 10000mAh,9,75,30,7
2023-03-20,LED Desk Lamp Pro,7,142,80,3
2023-12-09,Wireless Earphone Pro,16,146,30,12
2023-12-10,Power Bank Ultra 10000mAh,10,157,30,12
2023-06-22,Laptop Charger Type-C,9,119,40,6
2023-03-10,Wireless Earphone Pro,7,91,20,3
2023-03-28,Smartphone X1,16,134,40,3
2023-04-11,Wireless Earphone Pro,9,72,40,4
2023-01-08,Bluetooth Speaker Mini,17,81,15,1
2023-11-29,Tablet Stand Adjustable,7,107,35,11
2023-07-19,Smartwatch Series 5,11,82,35,7
2023-03-28,Laptop Charger Type-C,8,80,40,3
2023-02-12,LED Desk Lamp Pro,7,39,25,2
2023-04-19,Smartwatch Series 5,19,134,15,4
2023-06-01,Wireless Earphone Pro,12,25,30,6
2023-01-17,Power Bank Ultra 10000mAh,7,142,20,1
2023-05-13,Laptop Charger Type-C,8,166,40,5
2023-05-28,Desk Fan CoolBreeze,7,56,20,5
2023-10-04,Power Bank Ultra 10000mAh,6,110,150,10
2023-08-20,USB-C Hub 6-in-1,9,116,15,8
2023-11-10,Smartphone X1,13,135,20,11
2023-08-16,Laptop Charger Type-C,7,31,30,8
2023-05-19,Desk Fan CoolBreeze,8,194,150,5
2023-07-30,Wireless Earphone Pro,17,92,25,7
2023-01-28,Tablet Stand Adjustable,17,172,30,1
2023-02-20,Power Bank Ultra 10000mAh,16,69,60,2
2023-09-18,USB-C Hub 6-in-1,2,197,35,9
2023-09-18,Smartphone X1,8,67,50,9
2023-12-16,LED Desk Lamp Pro,17,12,80,12
2023-12-18,Power Bank Ultra 10000mAh,13,171,50,12
2023-01-08,LED Desk Lamp Pro,18,54,25,1
2023-11-16,Smartwatch Series 5,10,59,35,11
2023-05-18,USB-C Hub 6-in-1,2,11,20,5
2023-02-07,Wireless Earphone Pro,2,24,15,2
2023-04-21,LED Desk Lamp Pro,14,174,30,4
2023-08-08,Smartphone X1,16,152,35,8
2023-12-03,Power Bank Ultra 10000mAh,7,197,35,12
2023-08-11,Laptop Charger Type-C,12,105,40,8
2023-05-16,Smartphone X1,14,94,80,5
2023-09-13,Power Bank Ultra 10000mAh,4,120,30,9
2023-12-26,LED Desk Lamp Pro,4,189,35,12
2023-11-25,LED Desk Lamp Pro,18,32,40,11
2023-02-18,Smartwatch Series 5,3,108,150,2
2023-10-19,LED Desk Lamp Pro,1,46,25,10
2023-11-20,Bluetooth Speaker Mini,17,116,25,11
2023-03-19,Wireless Earphone Pro,7,50,15,3
2023-04-15,USB-C Hub 6-in-1,16,66,15,4
2023-06-18,USB-C Hub 6-in-1,5,106,35,6
2023-08-05,LED Desk Lamp Pro,19,34,35,8
2023-04-29,Wireless Earphone Pro,7,119,30,4
2023-07-09,USB-C Hub 6-in-1,14,46,80,7
2023-09-12,Smartphone X1,2,49,35,9
2023-09-23,Smartphone X1,3,94,25,9
2023-05-29,Smartphone X1,17,55,20,5
2023-06-13,LED Desk Lamp Pro,16,197,35,6
2023-05-20,Desk Fan CoolBreeze,8,111,40,5
2023-12-13,Desk Fan CoolBreeze,18,107,25,12
2023-09-15,Bluetooth Speaker Mini,15,28,35,9
2023-09-26,Wireless Earphone Pro,7,100,50,9
2023-06-30,Power Bank Ultra 10000mAh,9,146,50,6
2023-06-09,Wireless Earphone Pro,6,78,50,6
2023-12-17,Smartwatch Series 5,18,14,80,12
2023-10-15,Desk Fan CoolBreeze,18,163,60,10
2023-10-15,Bluetooth Speaker Mini,14,156,40,10
2023-08-14,Smartphone X1,14,167,40,8
2023-01-11,Smartphone X1,14,57,25,1
2023-01-10,Smartphone X1,4,121,20,1
2023-09-28,Laptop Charger Type-C,4,153,25,9
2023-09-30,LED Desk Lamp Pro,15,27,30,9
2023-07-02,Tablet Stand Adjustable,15,193,150,7
2023-06-02,Desk Fan CoolBreeze,18,158,50,6
2023-11-11,Laptop Charger Type-C,14,40,20,11
2023-11-30,Smartwatch Series 5,1,138,150,11
2023-05-04,Smartphone X1,10,140,150,5
2023-04-24,LED Desk Lamp Pro,10,34,150,4
2023-10-05,Desk Fan CoolBreeze,10,17,80,10
2023-08-01,Power Bank Ultra 10000mAh,2,71,35,8
2023-06-21,Bluetooth Speaker Mini,8,144,150,6
2023-10-15,Laptop Charger Type-C,1,16,35,10
2023-06-23,Tablet Stand Adjustable,1,145,15,6
2023-04-23,LED Desk Lamp Pro,4,28,50,4
2023-05-02,Tablet Stand Adjustable,7,154,150,5
2023-02-01,Bluetooth Speaker Mini,9,148,40,2
2023-08-10,Smartphone X1,16,120,35,8
2023-04-29,Smartphone X1,5,186,40,4
2023-02-08,Power Bank Ultra 10000mAh,2,20,40,2
2023-09-25,Smartphone X1,11,50,60,9
2023-08-21,USB-C Hub 6-in-1,18,199,150,8
2023-01-18,USB-C Hub 6-in-1,19,123,15,1
2023-05-29,Smartphone X1,13,189,20,5
2023-05-29,Desk Fan CoolBreeze,11,101,40,5
2023-05-06,Power Bank Ultra 10000mAh,19,84,50,5
2023-10-29,Wireless Earphone Pro,17,76,30,10
2023-12-26,Power Bank Ultra 10000mAh,5,177,40,12
2023-08-26,Smartwatch Series 5,13,14,50,8
2023-05-15,Wireless Earphone Pro,1,125,25,5
2023-05-31,Laptop Charger Type-C,10,159,50,5
2023-08-24,Laptop Charger Type-C,8,127,80,8
2023-08-12,LED Desk Lamp Pro,8,174,20,8
2023-07-22,Smartphone X1,19,20,25,7
2023-09-13,Smartphone X1,6,53,60,9
2023-03-27,Smartphone X1,12,190,50,3
2023-05-30,Tablet Stand Adjustable,7,86,50,5
2023-08-23,Smartphone X1,16,127,35,8
2023-12-11,Desk Fan CoolBreeze,9,125,15,12
2023-01-22,Bluetooth Speaker Mini,10,198,20,1
2023-12-14,Bluetooth Speaker Mini,10,76,80,12
2023-10-12,Tablet Stand Adjustable,10,22,40,10
2023-09-26,Power Bank Ultra 10000mAh,16,101,80,9
2023-09-15,Power Bank Ultra 10000mAh,1,20,60,9
2023-01-29,Wireless Earphone Pro,17,148,150,1
2023-08-01,Tablet Stand Adjustable,14,94,150,8
2023-10-10,Power Bank Ultra 10000mAh,19,94,80,10
2023-02-19,Smartphone X1,17,144,60,2
2023-04-05,LED Desk Lamp Pro,14,26,40,4
2023-03-29,Smartphone X1,8,57,25,3
2023-02-13,Desk Fan CoolBreeze,9,151,15,2
2023-10-05,Desk Fan CoolBreeze,8,106,15,10
2023-06-20,Wireless Earphone Pro,13,84,80,6
2023-07-08,Smartphone X1,17,171,15,7
2023-12-19,Smartphone X1,19,146,80,12
2023-07-03,USB-C Hub 6-in-1,7,86,150,7
2023-01-03,Tablet Stand Adjustable,17,137,50,1
2023-07-10,Desk Fan CoolBreeze,1,46,25,7
2023-04-28,LED Desk Lamp Pro,5,39,15,4
2023-01-19,USB-C Hub 6-in-1,6,178,30,1
2023-01-23,Power Bank Ultra 10000mAh,2,182,150,1
2023-01-30,Power Bank Ultra 10000mAh,16,56,60,1
2023-10-22,Desk Fan CoolBreeze,5,144,30,10
2023-04-18,Power Bank Ultra 10000mAh,5,151,35,4
2023-10-08,Smartphone X1,12,57,15,10
2023-05-08,USB-C Hub 6-in-1,3,143,80,5
2023-08-17,Laptop Charger Type-C,16,43,15,8
2023-04-21,LED Desk Lamp Pro,6,110,40,4
2023-05-16,USB-C Hub 6-in-1,15,55,40,5
2023-12-28,Smartphone X1,15,196,20,12
2023-07-05,LED Desk Lamp Pro,16,79,25,7
2023-05-24,Wireless Earphone Pro,13,145,40,5
2023-03-13,Wireless Earphone Pro,12,33,50,3
2023-05-09,Laptop Charger Type-C,10,76,80,5
2023-12-30,Smartphone X1,14,13,15,12
2023-09-18,Laptop Charger Type-C,2,10,25,9
2023-01-03,Smartphone X1,3,43,25,1
2023-04-14,Laptop Charger Type-C,9,118,35,4
2023-08-12,Smartwatch Series 5,11,18,30,8
2023-11-16,Desk Fan CoolBreeze,11,72,20,11
2023-12-28,Desk Fan CoolBreeze,10,19,15,12
2023-12-20,Power Bank Ultra 10000mAh,14,147,20,12
2023-01-10,Smartwatch Series 5,9,187,25,1
2023-10-29,Smartwatch Series 5,10,53,40,10
2023-08-19,Power Bank Ultra 10000mAh,9,127,150,8
2023-08-07,Desk Fan CoolBreeze,5,185,20,8
2023-03-07,USB-C Hub 6-in-1,8,15,50,3
2023-04-22,Power Bank Ultra 10000mAh,11,130,150,4
2023-01-13,Smartwatch Series 5,1,161,80,1
2023-03-27,Smartphone X1,10,104,150,3
2023-08-22,Tablet Stand Adjustable,1,120,50,8
2023-03-31,Smartphone X1,7,195,30,3
2023-11-10,LED Desk Lamp Pro,14,114,15,11
2023-02-23,Desk Fan CoolBreeze,5,73,20,2
2023-01-12,Smartwatch Series 5,17,193,40,1
2023-07-28,Tablet Stand Adjustable,6,149,30,7
2023-01-14,LED Desk Lamp Pro,16,172,50,1
2023-05-01,Tablet Stand Adjustable,11,80,30,5
2023-01-20,Power Bank Ultra 10000mAh,10,113,20,1
2023-03-16,Smartwatch Series 5,15,98,30,3
2023-08-31,Desk Fan CoolBreeze,7,15,80,8
2023-08-11,Tablet Stand Adjustable,2,119,35,8
2023-03-11,USB-C Hub 6-in-1,12,197,20,3
2023-11-08,LED Desk Lamp Pro,19,121,15,11
2023-07-30,LED Desk Lamp Pro,12,166,150,7
2023-04-11,LED Desk Lamp Pro,16,175,20,4
2023-07-05,Smartphone X1,6,159,50,7
2023-05-12,Bluetooth Speaker Mini,3,136,30,5
2023-04-21,USB-C Hub 6-in-1,2,145,20,4
2023-05-12,Desk Fan CoolBreeze,5,72,30,5
2023-01-20,Tablet Stand Adjustable,11,150,40,1
2023-01-24,Power Bank Ultra 10000mAh,3,164,60,1
2023-08-15,Desk Fan CoolBreeze,3,155,15,8
2023-06-03,USB-C Hub 6-in-1,5,27,25,6
2023-10-20,Smartphone X1,11,86,60,10
2023-08-18,Laptop Charger Type-C,3,199,20,8
2023-11-06,Power Bank Ultra 10000mAh,13,151,50,11
2023-12-25,Wireless Earphone Pro,8,148,35,12
2023-07-21,Smartphone X1,10,112,15,7
2023-02-07,Laptop Charger Type-C,2,126,25,2
2023-09-17,Bluetooth Speaker Mini,4,26,40,9
2023-07-07,Tablet Stand Adjustable,18,188,35,7
2023-02-26,USB-C Hub 6-in-1,19,23,150,2
2023-01-20,Desk Fan CoolBreeze,4,66,30,1
2023-09-30,Power Bank Ultra 10000mAh,9,102,60,9
2023-04-29,Smartphone X1,16,143,35,4
2023-03-12,LED Desk Lamp Pro,6,123,30,3
2023-01-04,Power Bank Ultra 10000mAh,4,194,25,1
2023-08-09,LED Desk Lamp Pro,9,141,40,8
2023-01-14,Desk Fan CoolBreeze,13,148,25,1
2023-01-03,Bluetooth Speaker Mini,9,118,40,1
2023-08-04,LED Desk Lamp Pro,6,128,40,8
2023-08-17,Smartphone X1,19,101,80,8
2023-12-02,Wireless Earphone Pro,14,20,80,12
2023-07-05,Tablet Stand Adjustable,15,108,15,7
2023-02-24,Smartwatch Series 5,3,17,80,2
2023-09-11,LED Desk Lamp Pro,5,123,80,9
2023-01-24,Smartphone X1,18,196,30,1
2023-06-11,Bluetooth Speaker Mini,14,158,20,6
2023-06-07,Tablet Stand Adjustable,16,74,60,6
2023-03-23,USB-C Hub 6-in-1,14,102,60,3
2023-06-08,Wireless Earphone Pro,9,161,150,6
2023-07-07,Smartwatch Series 5,15,167,50,7
2023-03-01,Desk Fan CoolBreeze,7,113,40,3
2023-11-01,Power Bank Ultra 10000mAh,14,108,25,11
2023-11-15,Desk Fan CoolBreeze,6,93,30,11
2023-07-30,Tablet Stand Adjustable,15,194,40,7
2023-06-01,Desk Fan CoolBreeze,8,82,50,6
2023-04-19,USB-C Hub 6-in-1,2,154,80,4
2023-03-17,Power Bank Ultra 10000mAh,8,68,150,3
2023-01-30,Tablet Stand Adjustable,1,40,80,1
2023-11-10,LED Desk Lamp Pro,17,73,40,11
2023-04-27,Laptop Charger Type-C,19,57,150,4
2023-12-22,LED Desk Lamp Pro,5,32,50,12
2023-07-11,Laptop Charger Type-C,16,167,25,7
2023-01-19,Smartphone X1,7,64,25,1
2023-06-22,Smartwatch Series 5,7,16,15,6
2023-08-16,LED Desk Lamp Pro,18,121,35,8
2023-12-16,Wireless Earphone Pro,18,115,35,12
2023-07-02,LED Desk Lamp Pro,2,107,25,7
2023-04-23,LED Desk Lamp Pro,15,21,35,4
2023-07-02,Smartwatch Series 5,14,69,60,7
2023-05-26,Smartphone X1,18,61,20,5
2023-11-15,USB-C Hub 6-in-1,9,164,50,11
2023-04-26,Wireless Earphone Pro,14,149,20,4
2023-04-23,Desk Fan CoolBreeze,5,150,35,4
2023-09-08,Laptop Charger Type-C,11,81,80,9
2023-09-08,Laptop Charger Type-C,8,199,15,9
2023-10-30,Desk Fan CoolBreeze,5,134,35,10
2023-11-09,Smartwatch Series 5,11,166,30,11
2023-04-28,Laptop Charger Type-C,5,172,40,4
2023-10-28,Smartwatch Series 5,17,69,150,10
2023-06-10,Smartwatch Series 5,4,166,80,6
2023-07-17,Bluetooth Speaker Mini,15,40,40,7
2023-09-17,Desk Fan CoolBreeze,19,86,60,9
2023-05-28,Smartwatch Series 5,2,85,15,5
2023-08-28,Bluetooth Speaker Mini,17,70,30,8
2023-02-16,USB-C Hub 6-in-1,12,11,60,2
2023-07-17,Wireless Earphone Pro,17,170,60,7
2023-02-16,Wireless Earphone Pro,10,199,60,2
2023-03-19,LED Desk Lamp Pro,18,130,25,3
2023-05-04,USB-C Hub 6-in-1,19,68,40,5
2023-03-16,Tablet Stand Adjustable,18,49,150,3
2023-12-25,Tablet Stand Adjustable,13,186,20,12
2023-05-17,Smartphone X1,14,41,30,5
2023-03-31,Tablet Stand Adjustable,16,47,20,3
2023-11-21,Bluetooth Speaker Mini,18,101,30,11
2023-03-02,Bluetooth Speaker Mini,18,97,50,3
2023-05-18,Smartwatch Series 5,16,150,25,5
2023-02-19,Smartphone X1,17,94,30,2
2023-09-16,Power Bank Ultra 10000mAh,7,191,35,9
2023-04-17,LED Desk Lamp Pro,12,85,35,4
2023-04-23,Laptop Charger Type-C,2,137,50,4
2023-12-16,Laptop Charger Type-C,10,22,150,12
2023-09-11,Smartphone X1,5,48,15,9
2023-04-28,Smartphone X1,3,32,25,4
2023-07-17,USB-C Hub 6-in-1,19,119,60,7
2023-12-03,Bluetooth Speaker Mini,13,116,40,12
2023-12-31,Bluetooth Speaker Mini,12,101,80,12
2023-02-20,Power Bank Ultra 10000mAh,3,151,25,2
2023-09-02,USB-C Hub 6-in-1,6,154,50,9
2023-02-04,Power Bank Ultra 10000mAh,14,33,35,2
2023-10-29,Power Bank Ultra 10000mAh,4,195,40,10
2023-03-10,Laptop Charger Type-C,13,43,30,3
2023-12-15,Wireless Earphone Pro,19,188,150,12
2023-11-16,Power Bank Ultra 10000mAh,18,121,150,11
2023-02-18,Tablet Stand Adjustable,3,147,15,2
2023-03-15,USB-C Hub 6-in-1,6,127,15,3
2023-07-11,Desk Fan CoolBreeze,16,158,25,7
2023-09-18,Laptop Charger Type-C,3,174,80,9
2023-12-22,Smartphone X1,12,16,50,12
2023-03-11,Wireless Earphone Pro,19,99,40,3
2023-03-31,LED Desk Lamp Pro,19,22,35,3
2023-09-17,Tablet Stand Adjustable,4,89,50,9
2023-05-06,USB-C Hub 6-in-1,1,39,50,5
2023-08-19,Smartphone X1,2,168,20,8
2023-10-22,Bluetooth Speaker Mini,13,142,20,10
2023-05-09,Smartphone X1,13,169,30,5
2023-10-07,Tablet Stand Adjustable,2,25,80,10
2023-11-09,LED Desk Lamp Pro,19,159,30,11
2023-04-10,LED Desk Lamp Pro,16,181,40,4
2023-11-22,Bluetooth Speaker Mini,12,49,35,11
2023-10-24,Laptop Charger Type-C,1,46,35,10
2023-07-01,LED Desk Lamp Pro,9,87,50,7
2023-06-23,USB-C Hub 6-in-1,17,25,15,6
2023-11-12,Smartphone X1,10,52,35,11
2023-12-30,Laptop Charger Type-C,18,72,15,12
2023-07-07,Power Bank Ultra 10000mAh,19,24,15,7
2023-02-26,Laptop Charger Type-C,7,181,40,2
2023-01-31,Laptop Charger Type-C,19,146,80,1
2023-03-25,Tablet Stand Adjustable,15,74,50,3
2023-06-01,Smartwatch Series 5,9,53,35,6
2023-02-05,Power Bank Ultra 10000mAh,10,29,60,2
2023-08-01,Bluetooth Speaker Mini,4,128,80,8
2023-12-30,Desk Fan CoolBreeze,6,121,20,12
2023-04-16,USB-C Hub 6-in-1,4,132,60,4
2023-12-08,Wireless Earphone Pro,5,170,40,12
2023-08-08,LED Desk Lamp Pro,9,89,80,8
2023-06-12,LED Desk Lamp Pro,12,109,40,6
2023-08-08,Power Bank Ultra 10000mAh,8,15,80,8
2023-09-27,Smartphone X1,5,92,15,9
2023-04-30,USB-C Hub 6-in-1,11,40,50,4
2023-12-02,Desk Fan CoolBreeze,11,75,35,12
2023-07-01,LED Desk Lamp Pro,13,27,25,7
2023-04-16,LED Desk Lamp Pro,14,37,150,4
2023-08-05,Tablet Stand Adjustable,8,77,50,8
2023-07-24,Bluetooth Speaker Mini,18,123,15,7
2023-03-11,Smartphone X1,19,182,15,3
2023-02-13,Power Bank Ultra 10000mAh,12,67,25,2
2023-11-25,Laptop Charger Type-C,12,184,15,11
2023-10-28,Tablet Stand Adjustable,18,189,60,10
2023-08-16,Tablet Stand Adjustable,10,173,15,8
2023-07-03,USB-C Hub 6-in-1,7,138,20,7
2023-04-17,Wireless Earphone Pro,18,48,35,4
2023-03-25,Tablet Stand Adjustable,12,115,50,3
2023-12-04,Smartphone X1,14,10,150,12
2023-09-07,Laptop Charger Type-C,15,84,60,9
2023-12-29,Desk Fan CoolBreeze,16,97,60,12
2023-01-21,USB-C Hub 6-in-1,2,151,150,1
2023-07-15,LED Desk Lamp Pro,18,160,15,7
2023-06-27,Wireless Earphone Pro,12,180,80,6
2023-01-07,Laptop Charger Type-C,16,159,60,1
2023-03-11,Wireless Earphone Pro,13,69,60,3
2023-05-07,Laptop Charger Type-C,17,164,50,5
2023-06-09,LED Desk Lamp Pro,18,193,25,6
2023-09-05,USB-C Hub 6-in-1,3,139,20,9
2023-07-22,LED Desk Lamp Pro,10,176,150,7
2023-05-28,Power Bank Ultra 10000mAh,1,188,15,5
2023-05-23,LED Desk Lamp Pro,6,119,40,5
2023-07-18,Smartphone X1,3,28,40,7
2023-06-03,LED Desk Lamp Pro,19,71,80,6
2023-05-22,Wireless Earphone Pro,4,80,60,5
2023-11-09,Wireless Earphone Pro,3,120,60,11
2023-06-14,Bluetooth Speaker Mini,8,142,25,6
2023-11-10,LED Desk Lamp Pro,8,81,60,11
2023-01-21,Smartphone X1,7,87,40,1
2023-03-23,Smartwatch Series 5,2,198,150,3
2023-03-10,LED Desk Lamp Pro,6,109,80,3
2023-05-11,Smartwatch Series 5,16,80,25,5
2023-03-28,Power Bank Ultra 10000mAh,10,16,20,3
2023-08-06,Laptop Charger Type-C,4,59,40,8
2023-11-01,Smartwatch Series 5,13,55,30,11
2023-12-11,LED Desk Lamp Pro,10,81,50,12
2023-12-07,Desk Fan CoolBreeze,14,85,25,12
2023-06-10,Bluetooth Speaker Mini,9,83,25,6
2023-06-27,LED Desk Lamp Pro,11,151,40,6
2023-04-27,Laptop Charger Type-C,18,82,80,4
2023-07-15,Smartphone X1,11,111,50,7
2023-11-23,Wireless Earphone Pro,17,103,150,11
2023-03-27,Laptop Charger Type-C,2,78,150,3
2023-10-16,Power Bank Ultra 10000mAh,3,74,60,10
2023-03-22,LED Desk Lamp Pro,11,194,30,3
2023-06-01,Desk Fan CoolBreeze,18,71,35,6
2023-03-02,Wireless Earphone Pro,3,29,40,3
2023-03-02,Tablet Stand Adjustable,15,163,80,3
2023-12-20,USB-C Hub 6-in-1,11,53,50,12
2023-01-28,LED Desk Lamp Pro,11,71,80,1
2023-02-12,LED Desk Lamp Pro,11,116,35,2
2023-06-18,Bluetooth Speaker Mini,19,134,150,6
2023-03-27,Desk Fan CoolBreeze,1,54,80,3
2023-06-26,Tablet Stand Adjustable,5,20,150,6
2023-01-17,Tablet Stand Adjustable,10,171,150,1
2023-04-08,Smartphone X1,10,97,30,4
2023-07-17,Smartphone X1,14,55,150,7
2023-04-08,Bluetooth Speaker Mini,2,121,15,4
2023-03-06,Wireless Earphone Pro,4,90,150,3
2023-11-26,Smartphone X1,2,41,50,11
2023-12-07,USB-C Hub 6-in-1,18,107,50,12
2023-01-05,Smartphone X1,13,14,50,1
2023-01-02,Tablet Stand Adjustable,19,38,25,1
2023-01-22,Bluetooth Speaker Mini,5,57,40,1
2023-04-22,LED Desk Lamp Pro,2,25,40,4
2023-02-26,Laptop Charger Type-C,11,162,40,2
2023-03-07,Smartphone X1,18,81,15,3
2023-11-26,Tablet Stand Adjustable,6,38,50,11
2023-04-08,Desk Fan CoolBreeze,10,189,60,4
2023-05-24,LED Desk Lamp Pro,17,55,40,5
2023-05-05,Laptop Charger Type-C,11,162,35,5
2023-06-16,Wireless Earphone Pro,19,32,35,6
2023-03-27,LED Desk Lamp Pro,17,171,80,3
2023-03-17,Power Bank Ultra 10000mAh,4,103,25,3
2023-12-10,Tablet Stand Adjustable,14,123,60,12
2023-10-21,Laptop Charger Type-C,4,43,150,10
2023-02-28,Smartphone X1,14,169,50,2
2023-05-18,Wireless Earphone Pro,4,126,15,5
2023-04-09,Wireless Earphone Pro,6,38,25,4
2023-07-11,USB-C Hub 6-in-1,9,18,30,7
2023-08-31,LED Desk Lamp Pro,12,194,30,8
2023-11-15,Wireless Earphone Pro,8,48,20,11
2023-02-18,Desk Fan CoolBreeze,4,144,150,2
2023-02-01,Smartphone X1,5,119,50,2
2023-10-04,Bluetooth Speaker Mini,6,78,25,10
2023-01-20,Smartphone X1,5,145,30,1
2023-06-03,LED Desk Lamp Pro,19,105,20,6
2023-03-09,Desk Fan CoolBreeze,8,128,15,3
2023-08-02,USB-C Hub 6-in-1,9,127,50,8
2023-05-23,Desk Fan CoolBreeze,15,27,30,5
2023-08-20,Tablet Stand Adjustable,4,111,40,8
2023-08-01,LED Desk Lamp Pro,9,119,35,8
2023-03-20,USB-C Hub 6-in-1,7,91,20,3
2023-08-02,LED Desk Lamp Pro,8,186,15,8
2023-04-26,Bluetooth Speaker Mini,15,114,30,4
2023-04-02,Smartphone X1,19,25,15,4
2023-09-27,Bluetooth Speaker Mini,15,30,150,9
2023-06-17,Smartphone X1,5,147,80,6
2023-02-27,Tablet Stand Adjustable,19,115,20,2
2023-10-11,Laptop Charger Type-C,7,141,25,10
2023-01-26,Tablet Stand Adjustable,6,53,25,1
2023-03-07,Smartphone X1,19,132,30,3
2023-09-05,Power Bank Ultra 10000mAh,17,145,40,9
2023-09-11,Laptop Charger Type-C,10,120,40,9
2023-02-13,LED Desk Lamp Pro,19,126,150,2
2023-04-07,Smartwatch Series 5,11,135,25,4
2023-02-11,Laptop Charger Type-C,15,192,20,2
2023-08-15,USB-C Hub 6-in-1,10,28,35,8
2023-09-19,Tablet Stand Adjustable,11,73,40,9
2023-06-16,Wireless Earphone Pro,3,49,25,6
2023-10-06,Laptop Charger Type-C,3,60,80,10
2023-03-30,Power Bank Ultra 10000mAh,18,146,20,3
2023-06-27,LED Desk Lamp Pro,11,167,35,6
2023-07-16,Smartphone X1,18,65,80,7
2023-11-03,Smartwatch Series 5,15,90,25,11
2023-09-24,Smartphone X1,7,181,30,9
2023-09-25,Power Bank Ultra 10000mAh,10,196,60,9
2023-03-15,Desk Fan CoolBreeze,10,152,60,3
2023-01-08,Power Bank Ultra 10000mAh,13,79,150,1
2023-10-24,Smartphone X1,15,137,150,10
2023-06-13,Laptop Charger Type-C,18,135,35,6
2023-03-26,Smartphone X1,4,70,80,3
2023-03-13,Smartphone X1,17,89,25,3
2023-02-24,Desk Fan CoolBreeze,3,130,25,2
2023-02-16,Desk Fan CoolBreeze,2,110,30,2
2023-08-26,LED Desk Lamp Pro,4,160,15,8
2023-04-14,LED Desk Lamp Pro,1,86,150,4
2023-07-29,USB-C Hub 6-in-1,15,184,15,7
2023-02-11,Smartphone X1,1,154,15,2
2023-11-12,Desk Fan CoolBreeze,6,194,30,11
2023-09-25,Desk Fan CoolBreeze,7,135,15,9
2023-09-20,Desk Fan CoolBreeze,19,191,15,9
2023-12-02,Bluetooth Speaker Mini,12,189,30,12
2023-12-31,Power Bank Ultra 10000mAh,1,31,40,12
2023-09-16,Desk Fan CoolBreeze,7,92,15,9
2023-10-10,USB-C Hub 6-in-1,19,176,150,10
2023-04-24,LED Desk Lamp Pro,13,150,30,4
2023-12-29,Power Bank Ultra 10000mAh,12,87,20,12
2023-02-09,Power Bank Ultra 10000mAh,12,104,15,2
2023-08-08,Power Bank Ultra 10000mAh,13,118,40,8
2023-05-09,Desk Fan CoolBreeze,14,119,150,5
2023-01-08,Power Bank Ultra 10000mAh,12,61,50,1
2023-04-11,Smartphone X1,12,112,150,4
2023-06-25,LED Desk Lamp Pro,6,110,80,6
2023-04-17,Smartphone X1,10,151,20,4
2023-04-11,Desk Fan CoolBreeze,9,72,60,4
2023-09-17,Smartwatch Series 5,2,37,25,9
2023-09-03,Desk Fan CoolBreeze,7,55,80,9
2023-10-02,Tablet Stand Adjustable,9,37,30,10
2023-02-01,LED Desk Lamp Pro,12,11,30,2
2023-05-17,LED Desk Lamp Pro,5,136,25,5
2023-01-12,Smartphone X1,1,26,35,1
2023-10-29,Smartphone X1,15,68,35,10
2023-01-16,Wireless Earphone Pro,8,189,25,1
2023-05-09,USB-C Hub 6-in-1,1,141,30,5
2023-03-04,LED Desk Lamp Pro,18,86,150,3
2023-04-19,Laptop Charger Type-C,13,140,20,4
2023-01-21,Tablet Stand Adjustable,1,124,40,1
2023-06-07,Power Bank Ultra 10000mAh,5,174,60,6
2023-09-26,Desk Fan CoolBreeze,18,106,20,9
2023-06-11,LED Desk Lamp Pro,16,114,25,6
2023-09-17,Wireless Earphone Pro,10,33,30,9
2023-04-12,Laptop Charger Type-C,4,44,35,4
2023-08-11,Smartphone X1,1,11,30,8
2023-02-28,Tablet Stand Adjustable,8,42,35,2
2023-09-04,Bluetooth Speaker Mini,5,85,20,9
2023-05-08,Smartphone X1,2,95,80,5
